scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id,source_file,time_per_iteration,preconditioner_time_per_iteration,reduction_time_per_iteration
strong,2048,4194304,8,524288,AS2,2,4,3,1106,9.51073e-09,29.2862,2.85299,0.0369968,22.6555,0.301578,1.85791,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.026479385171790236,0.020484177215189872,0.0002726745027124774
strong,2048,4194304,8,524288,BJ,0,4,4,1110,8.89002e-09,23.7453,2.37892,0.0193472,18.3415,0.359329,1.47656,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02139216216216216,0.016523873873873874,0.0003237198198198198
strong,2048,4194304,8,524288,AS1,1,4,4,1066,9.93073e-09,27.9893,2.78561,0.0304709,21.6569,0.0842538,1.82384,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.026256378986866794,0.020316041275797374,7.903733583489682e-05
strong,2048,4194304,8,524288,AS2,2,4,4,1106,9.51073e-09,29.2106,2.92831,0.0240169,22.639,0.140105,1.87772,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.026411030741410487,0.020469258589511753,0.00012667721518987341
strong,2048,4194304,8,524288,BJ,0,4,5,1110,8.89002e-09,23.5895,2.39846,0.0171453,18.2901,0.102178,1.54491,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.021251801801801803,0.016477567567567568,9.205225225225225e-05
strong,2048,4194304,8,524288,AS1,1,4,5,1066,9.93073e-09,28.0063,2.83177,0.0311093,21.7407,0.0836322,1.75945,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02627232645403377,0.020394652908067544,7.845422138836774e-05
strong,2048,4194304,8,524288,AS2,2,4,5,1106,9.51073e-09,29.2425,2.95352,0.0130289,22.6832,0.130118,1.87627,216364,results/phase5/stability_rerun/raw/stability_strong_n2048_p8_216364.csv,0.02643987341772152,0.020509222423146473,0.00011764737793851719
strong,512,262144,16,16384,BJ,0,4,1,309,9.99903e-09,0.193017,0.0134031,0.00209377,0.154926,0.00782877,0.00753416,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006246504854368932,0.0005013786407766991,2.5335825242718447e-05
strong,512,262144,16,16384,AS1,1,4,1,291,8.90873e-09,0.201775,0.0116766,0.00115633,0.165215,0.00894625,0.00718867,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.000693384879725086,0.0005677491408934708,3.074312714776632e-05
strong,512,262144,16,16384,AS2,2,4,1,289,8.49987e-09,0.21105,0.0119692,0.000880048,0.175068,0.00816982,0.00712517,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0007302768166089965,0.0006057716262975779,2.826927335640138e-05
strong,512,262144,16,16384,BJ,0,4,2,309,9.99903e-09,0.191842,0.0130004,0.00121117,0.155039,0.00689001,0.00758945,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006208478964401295,0.0005017443365695793,2.2297766990291263e-05
strong,512,262144,16,16384,AS1,1,4,2,291,8.90873e-09,0.201183,0.0117795,0.000964749,0.165489,0.00800057,0.00718134,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006913505154639175,0.0005686907216494845,2.7493367697594502e-05
strong,512,262144,16,16384,AS2,2,4,2,289,8.49987e-09,0.210475,0.0118941,0.00114329,0.17683,0.00631999,0.0066401,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0007282871972318339,0.0006118685121107266,2.1868477508650518e-05
strong,512,262144,16,16384,BJ,0,4,3,309,9.99903e-09,0.190964,0.0130679,0.00182063,0.155157,0.0058014,0.00763756,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006180064724919094,0.000502126213592233,1.8774757281553397e-05
strong,512,262144,16,16384,AS1,1,4,3,291,8.90873e-09,0.201497,0.0114357,0.000917014,0.165182,0.00910976,0.00704682,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006924295532646049,0.0005676357388316151,3.130501718213058e-05
strong,512,262144,16,16384,AS2,2,4,3,289,8.49987e-09,0.210766,0.0142598,0.00193376,0.177917,0.00273728,0.00689395,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0007292941176470589,0.0006156297577854671,9.471557093425605e-06
strong,512,262144,16,16384,BJ,0,4,4,309,9.99903e-09,0.192984,0.0131681,0.00180665,0.155021,0.00764503,0.00782138,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006245436893203883,0.0005016860841423948,2.4741197411003237e-05
strong,512,262144,16,16384,AS1,1,4,4,291,8.90873e-09,0.201611,0.0129852,0.00199141,0.166487,0.00679385,0.00663679,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006928213058419244,0.0005721202749140893,2.334656357388316e-05
strong,512,262144,16,16384,AS2,2,4,4,289,8.49987e-09,0.211186,0.0124307,0.00160921,0.175184,0.00766606,0.00717455,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0007307474048442907,0.0006061730103806229,2.6526159169550173e-05
strong,512,262144,16,16384,BJ,0,4,5,309,9.99903e-09,0.190944,0.0127429,0.00136679,0.155013,0.00637576,0.00749944,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006179417475728155,0.0005016601941747573,2.0633527508090615e-05
strong,512,262144,16,16384,AS1,1,4,5,291,8.90873e-09,0.201245,0.0131646,0.00173709,0.167066,0.00565647,0.00665337,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0006915635738831616,0.0005741099656357389,1.9438041237113404e-05
strong,512,262144,16,16384,AS2,2,4,5,289,8.49987e-09,0.209909,0.0115157,0.000935741,0.175231,0.00732216,0.00711857,216358,results/phase5/stability_rerun/raw/stability_strong_n512_p16_216358.csv,0.0007263287197231834,0.0006063356401384083,2.5336193771626297e-05
strong,512,262144,32,8192,BJ,0,4,1,324,9.77187e-09,0.108216,0.00825441,0.00218186,0.0819502,0.008854,0.00427258,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.00033400000000000004,0.0002529327160493827,2.7327160493827163e-05
strong,512,262144,32,8192,AS1,1,4,1,295,7.55314e-09,0.115572,0.00757975,0.00203619,0.0935779,0.00628306,0.00350515,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0003917694915254237,0.00031721322033898306,2.129850847457627e-05
strong,512,262144,32,8192,AS2,2,4,1,294,8.03923e-09,0.173268,0.00671402,0.00117322,0.101236,0.0568783,0.00396283,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0005893469387755103,0.0003443401360544218,0.00019346360544217686
strong,512,262144,32,8192,BJ,0,4,2,324,9.77187e-09,0.110461,0.00873677,0.00254997,0.0827313,0.0101255,0.00383407,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.000340929012345679,0.0002553435185185185,3.1251543209876544e-05
strong,512,262144,32,8192,AS1,1,4,2,295,7.55314e-09,0.116274,0.00705928,0.00156181,0.0918651,0.00932566,0.00344686,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0003941491525423729,0.0003114071186440678,3.1612406779661016e-05
strong,512,262144,32,8192,AS2,2,4,2,294,8.03923e-09,0.126804,0.00737343,0.0018118,0.103532,0.00780809,0.00351301,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.00043130612244897957,0.00035214965986394555,2.655812925170068e-05
strong,512,262144,32,8192,BJ,0,4,3,324,9.77187e-09,0.108397,0.00848102,0.00220506,0.0819832,0.00876423,0.00427304,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0003345586419753086,0.0002530345679012346,2.705009259259259e-05
strong,512,262144,32,8192,AS1,1,4,3,295,7.55314e-09,0.115594,0.00883888,0.00153911,0.0928359,0.00600543,0.00347003,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0003918440677966102,0.0003146979661016949,2.0357389830508475e-05
strong,512,262144,32,8192,AS2,2,4,3,294,8.03923e-09,0.12614,0.00679996,0.00112376,0.100769,0.0102732,0.0038504,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.00042904761904761905,0.0003427517006802721,3.4942857142857144e-05
strong,512,262144,32,8192,BJ,0,4,4,324,9.77187e-09,0.10946,0.0102339,0.00412414,0.0819998,0.00836497,0.0038339,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0003378395061728395,0.0002530858024691358,2.5817808641975307e-05
strong,512,262144,32,8192,AS1,1,4,4,295,7.55314e-09,0.115128,0.00670888,0.00115883,0.091328,0.0087221,0.00388248,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.000390264406779661,0.0003095864406779661,2.95664406779661e-05
strong,512,262144,32,8192,AS2,2,4,4,294,8.03923e-09,0.126804,0.00659592,0.00108595,0.101391,0.0104303,0.00390911,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.00043130612244897957,0.0003448673469387755,3.547721088435374e-05
strong,512,262144,32,8192,BJ,0,4,5,324,9.77187e-09,0.108924,0.00835906,0.00225161,0.0820313,0.00856212,0.00506101,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0003361851851851852,0.00025318302469135804,2.6426296296296296e-05
strong,512,262144,32,8192,AS1,1,4,5,295,7.55314e-09,0.116365,0.00691555,0.00131538,0.091422,0.00956824,0.00395911,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.00039445762711864404,0.00030990508474576273,3.243471186440678e-05
strong,512,262144,32,8192,AS2,2,4,5,294,8.03923e-09,0.127198,0.00675745,0.00122843,0.101681,0.00966923,0.00460429,216359,results/phase5/stability_rerun/raw/stability_strong_n512_p32_216359.csv,0.0004326462585034014,0.00034585374149659863,3.2888537414965984e-05
strong,512,262144,4,65536,BJ,0,4,1,299,9.16747e-09,0.713299,0.0445528,0.00115999,0.597416,0.00403019,0.0310106,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0023856153846153845,0.0019980468227424747,1.3478896321070235e-05
strong,512,262144,4,65536,AS1,1,4,1,288,8.47553e-09,0.808537,0.0727686,0.00113528,0.665621,0.00427927,0.0302619,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002807420138888889,0.002311184027777778,1.4858576388888889e-05
strong,512,262144,4,65536,AS2,2,4,1,292,8.75927e-09,0.829684,0.0715748,0.00108057,0.684962,0.00658235,0.0304843,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0028413835616438354,0.0023457602739726025,2.2542294520547946e-05
strong,512,262144,4,65536,BJ,0,4,2,299,9.16747e-09,0.715153,0.0492671,0.00310148,0.595952,0.00448673,0.0290022,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0023918160535117057,0.001993150501672241,1.5005785953177258e-05
strong,512,262144,4,65536,AS1,1,4,2,288,8.47553e-09,0.806405,0.0712208,0.00329497,0.666097,0.00632862,0.027618,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002800017361111111,0.002312836805555556,2.1974375e-05
strong,512,262144,4,65536,AS2,2,4,2,292,8.75927e-09,0.829965,0.0753232,0.00690228,0.687104,0.00417156,0.0278683,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0028423458904109585,0.002353095890410959,1.4286164383561645e-05
strong,512,262144,4,65536,BJ,0,4,3,299,9.16747e-09,0.714694,0.0460865,0.00101619,0.597345,0.00377024,0.0312438,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0023902809364548497,0.001997809364548495,1.2609498327759197e-05
strong,512,262144,4,65536,AS1,1,4,3,288,8.47553e-09,0.806652,0.0716697,0.00112621,0.66558,0.00422026,0.0294861,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002800875,0.0023110416666666665,1.4653680555555556e-05
strong,512,262144,4,65536,AS2,2,4,3,292,8.75927e-09,0.828656,0.0708233,0.001946,0.687466,0.00472607,0.029635,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.00283786301369863,0.002354335616438356,1.6185171232876712e-05
strong,512,262144,4,65536,BJ,0,4,4,299,9.16747e-09,0.714288,0.0459208,0.00100653,0.59738,0.00347123,0.0312524,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002388923076923077,0.0019979264214046825,1.1609464882943144e-05
strong,512,262144,4,65536,AS1,1,4,4,288,8.47553e-09,0.807393,0.0717653,0.00249028,0.665687,0.00343845,0.0309212,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0028034479166666668,0.0023114131944444445,1.19390625e-05
strong,512,262144,4,65536,AS2,2,4,4,292,8.75927e-09,0.829396,0.070089,0.00115526,0.686022,0.00696129,0.0301539,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.0028403972602739727,0.0023493904109589043,2.384003424657534e-05
strong,512,262144,4,65536,BJ,0,4,5,299,9.16747e-09,0.714647,0.0455528,0.00108543,0.5979,0.00412096,0.0307853,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002390123745819398,0.001999665551839465,1.3782474916387959e-05
strong,512,262144,4,65536,AS1,1,4,5,288,8.47553e-09,0.806412,0.071546,0.0011201,0.665736,0.0032556,0.0300369,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002800041666666667,0.0023115833333333335,1.1304166666666666e-05
strong,512,262144,4,65536,AS2,2,4,5,292,8.75927e-09,0.827149,0.0702343,0.00287736,0.686204,0.00699141,0.028104,216356,results/phase5/stability_rerun/raw/stability_strong_n512_p4_216356.csv,0.002832702054794521,0.002350013698630137,2.394318493150685e-05
strong,512,262144,8,32768,BJ,0,4,1,289,9.81919e-09,0.34923,0.0218627,0.00119272,0.289115,0.00670784,0.0140598,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.00120840830449827,0.0010003979238754326,2.3210519031141867e-05
strong,512,262144,8,32768,AS1,1,4,1,281,9.59095e-09,0.370076,0.0211722,0.000913544,0.309567,0.0084629,0.0138091,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013169964412811388,0.001101661921708185,3.011708185053381e-05
strong,512,262144,8,32768,AS2,2,4,1,281,9.7634e-09,0.381064,0.0231503,0.0016193,0.322514,0.00517296,0.0131277,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013560996441281138,0.0011477366548042706,1.8409110320284696e-05
strong,512,262144,8,32768,BJ,0,4,2,289,9.81919e-09,0.347748,0.0223409,0.00134507,0.288994,0.00458795,0.0143749,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.001203280276816609,0.0009999792387543251,1.5875259515570935e-05
strong,512,262144,8,32768,AS1,1,4,2,281,9.59095e-09,0.37018,0.0224182,0.00132996,0.310503,0.00702866,0.0132596,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013173665480427047,0.0011049928825622776,2.5013024911032027e-05
strong,512,262144,8,32768,AS2,2,4,2,281,9.7634e-09,0.380939,0.0224574,0.00173878,0.320649,0.00720692,0.0136273,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013556548042704627,0.001141099644128114,2.5647402135231317e-05
strong,512,262144,8,32768,BJ,0,4,3,289,9.81919e-09,0.34844,0.0231798,0.00207721,0.288616,0.00577359,0.0134245,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.001205674740484429,0.0009986712802768165,1.9977820069204152e-05
strong,512,262144,8,32768,AS1,1,4,3,281,9.59095e-09,0.371754,0.0226661,0.00140347,0.308947,0.0102127,0.012941,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.001322967971530249,0.0010994555160142349,3.6344128113879006e-05
strong,512,262144,8,32768,AS2,2,4,3,281,9.7634e-09,0.382797,0.0234158,0.00292969,0.322786,0.00644686,0.0131059,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013622669039145907,0.0011487046263345196,2.2942562277580068e-05
strong,512,262144,8,32768,BJ,0,4,4,289,9.81919e-09,0.348728,0.0223608,0.00115523,0.28909,0.00571946,0.0141303,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0012066712802768166,0.0010003114186851211,1.979051903114187e-05
strong,512,262144,8,32768,AS1,1,4,4,281,9.59095e-09,0.372601,0.0222613,0.00121741,0.309171,0.0102362,0.0138549,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.001325982206405694,0.0011002526690391458,3.6427758007117444e-05
strong,512,262144,8,32768,AS2,2,4,4,281,9.7634e-09,0.380884,0.0224699,0.00205726,0.322618,0.00561791,0.0131377,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.001355459074733096,0.0011481067615658363,1.999256227758007e-05
strong,512,262144,8,32768,BJ,0,4,5,289,9.81919e-09,0.349595,0.022216,0.00097059,0.28927,0.00618352,0.0144595,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0012096712802768166,0.0010009342560553633,2.1396262975778547e-05
strong,512,262144,8,32768,AS1,1,4,5,281,9.59095e-09,0.373381,0.0253108,0.00474037,0.309223,0.00766575,0.0141089,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013287580071174377,0.001100437722419929,2.7280249110320282e-05
strong,512,262144,8,32768,AS2,2,4,5,281,9.7634e-09,0.381243,0.0214332,0.000795205,0.318801,0.0099295,0.0140425,216357,results/phase5/stability_rerun/raw/stability_strong_n512_p8_216357.csv,0.0013567366548042704,0.0011345231316725979,3.533629893238435e-05
weak,1024,1048576,16,65536,BJ,0,4,1,571,9.18973e-09,1.39025,0.0887476,0.00522908,1.15461,0.0208393,0.0572817,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0024347635726795097,0.0020220840630472852,3.649614711033275e-05
weak,1024,1048576,16,65536,AS1,1,4,1,556,9.88594e-09,1.64597,0.138191,0.00507336,1.36375,0.0195935,0.0562537,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0029603776978417264,0.0024527877697841727,3.5240107913669064e-05
weak,1024,1048576,16,65536,AS2,2,4,1,551,9.87306e-09,1.67286,0.13636,0.00268206,1.36668,0.045185,0.0574826,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.003036043557168784,0.0024803629764065336,8.200544464609802e-05
weak,1024,1048576,16,65536,BJ,0,4,2,571,9.18973e-09,1.39569,0.0911389,0.00483614,1.15439,0.0239061,0.0577924,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0024442907180385292,0.0020216987740805607,4.186707530647986e-05
weak,1024,1048576,16,65536,AS1,1,4,2,556,9.88594e-09,1.64287,0.14011,0.00654006,1.36109,0.0210811,0.0535423,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0029548021582733812,0.002448003597122302,3.791564748201439e-05
weak,1024,1048576,16,65536,AS2,2,4,2,551,9.87306e-09,1.66897,0.134679,0.00483534,1.39178,0.0218869,0.0541657,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.003028983666061706,0.0025259165154264975,3.972214156079855e-05
weak,1024,1048576,16,65536,BJ,0,4,3,571,9.18973e-09,1.39096,0.0893952,0.00552993,1.15416,0.0198034,0.0588382,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0024360070052539405,0.0020212959719789845,3.4681961471103324e-05
weak,1024,1048576,16,65536,AS1,1,4,3,556,9.88594e-09,1.64816,0.140181,0.00474407,1.36624,0.0157678,0.0573766,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.00296431654676259,0.0024572661870503596,2.8359352517985608e-05
weak,1024,1048576,16,65536,AS2,2,4,3,551,9.87306e-09,1.67321,0.134848,0.00260177,1.36424,0.0486579,0.058365,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.003036678765880218,0.0024759346642468237,8.830834845735026e-05
weak,1024,1048576,16,65536,BJ,0,4,4,571,9.18973e-09,1.40028,0.0893092,0.00561236,1.15369,0.0331615,0.0553872,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0024523292469352015,0.002020472854640981,5.807618213660245e-05
weak,1024,1048576,16,65536,AS1,1,4,4,556,9.88594e-09,1.64199,0.135404,0.0027496,1.35463,0.0271466,0.0569478,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0029532194244604316,0.002436384892086331,4.882482014388489e-05
weak,1024,1048576,16,65536,AS2,2,4,4,551,9.87306e-09,1.67174,0.139155,0.00497342,1.39306,0.0154613,0.0564891,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.003034010889292196,0.002528239564428312,2.806043557168784e-05
weak,1024,1048576,16,65536,BJ,0,4,5,571,9.18973e-09,1.39711,0.0935576,0.00590084,1.1541,0.0217514,0.0589239,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.0024467775831873905,0.0020211908931698774,3.809352014010508e-05
weak,1024,1048576,16,65536,AS1,1,4,5,556,9.88594e-09,1.64602,0.139513,0.00823564,1.35601,0.0299975,0.0536406,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.002960467625899281,0.00243886690647482,5.39523381294964e-05
weak,1024,1048576,16,65536,AS2,2,4,5,551,9.87306e-09,1.66844,0.137041,0.00537028,1.3921,0.0147169,0.056849,216370,results/phase5/stability_rerun/raw/stability_weak_n1024_p16_216370.csv,0.003028021778584392,0.002526497277676951,2.6709437386569872e-05
weak,512,262144,4,65536,BJ,0,4,1,299,9.16747e-09,0.715288,0.0470178,0.00209786,0.59642,0.00528392,0.0301632,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0023922675585284284,0.001994715719063545,1.7671973244147156e-05
weak,512,262144,4,65536,AS1,1,4,1,288,8.47553e-09,0.806138,0.070805,0.00114143,0.666593,0.00302186,0.0295966,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.002799090277777778,0.002314559027777778,1.0492569444444444e-05
weak,512,262144,4,65536,AS2,2,4,1,292,8.75927e-09,0.828273,0.0735795,0.00444462,0.687435,0.0034047,0.0283048,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.002836551369863014,0.0023542294520547944,1.1659931506849315e-05
weak,512,262144,4,65536,BJ,0,4,2,299,9.16747e-09,0.7151,0.0474049,0.00343019,0.596663,0.00460988,0.0300958,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.002391638795986622,0.0019955284280936455,1.5417658862876256e-05
weak,512,262144,4,65536,AS1,1,4,2,288,8.47553e-09,0.814923,0.0711509,0.00109722,0.675202,0.0032914,0.0296332,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0028295937499999996,0.002344451388888889,1.1428472222222222e-05
weak,512,262144,4,65536,AS2,2,4,2,292,8.75927e-09,0.827433,0.070426,0.00116972,0.684566,0.00557588,0.0305744,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0028336746575342467,0.002344404109589041,1.9095479452054795e-05
weak,512,262144,4,65536,BJ,0,4,3,299,9.16747e-09,0.714205,0.0460302,0.000979771,0.597208,0.00321126,0.0315243,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.002388645484949833,0.001997351170568562,1.074e-05
weak,512,262144,4,65536,AS1,1,4,3,288,8.47553e-09,0.80588,0.0707039,0.00114838,0.665658,0.00424609,0.0296345,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0027981944444444447,0.0023113125,1.4743368055555555e-05
weak,512,262144,4,65536,AS2,2,4,3,292,8.75927e-09,0.828955,0.0713206,0.00105416,0.686186,0.00557618,0.0298187,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0028388869863013697,0.0023499520547945203,1.909650684931507e-05
weak,512,262144,4,65536,BJ,0,4,4,299,9.16747e-09,0.714696,0.0482178,0.00276922,0.59628,0.00435689,0.0294616,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0023902876254180603,0.0019942474916387963,1.4571538461538463e-05
weak,512,262144,4,65536,AS1,1,4,4,288,8.47553e-09,0.806735,0.0712393,0.0011749,0.664816,0.00522389,0.02983,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0028011631944444442,0.002308388888888889,1.8138506944444446e-05
weak,512,262144,4,65536,AS2,2,4,4,292,8.75927e-09,0.829463,0.0737003,0.00509635,0.686678,0.00560345,0.0278666,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.002840626712328767,0.00235163698630137,1.9189897260273972e-05
weak,512,262144,4,65536,BJ,0,4,5,299,9.16747e-09,0.714994,0.0468957,0.00230177,0.595775,0.00681507,0.0291249,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.002391284280936455,0.001992558528428094,2.2792876254180602e-05
weak,512,262144,4,65536,AS1,1,4,5,288,8.47553e-09,0.80553,0.0711683,0.00114423,0.665229,0.00370803,0.0295851,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0027969791666666664,0.0023098229166666666,1.2875104166666667e-05
weak,512,262144,4,65536,AS2,2,4,5,292,8.75927e-09,0.82869,0.0741452,0.00550019,0.685607,0.00507102,0.0282505,216368,results/phase5/stability_rerun/raw/stability_weak_n512_p4_216368.csv,0.0028379794520547947,0.0023479691780821915,1.7366506849315068e-05
weak,724,524176,8,65884,BJ,0,4,1,462,7.77661e-09,1.1137,0.0727205,0.00442236,0.931643,0.00969587,0.0433444,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0024106060606060606,0.00201654329004329,2.0986731601731604e-05
weak,724,524176,8,65884,AS1,1,4,1,454,9.39962e-09,1.29947,0.109968,0.0021849,1.07861,0.00977233,0.0452912,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0028622687224669602,0.0023757929515418504,2.1524955947136563e-05
weak,724,524176,8,65884,AS2,2,4,1,449,8.97536e-09,1.30575,0.108887,0.00445339,1.08102,0.016823,0.0440606,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.002908129175946548,0.002407616926503341,3.746770601336303e-05
weak,724,524176,8,65884,BJ,0,4,2,462,7.77661e-09,1.11578,0.0728036,0.00448799,0.931954,0.0112733,0.0433938,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.002415108225108225,0.00201721645021645,2.440108225108225e-05
weak,724,524176,8,65884,AS1,1,4,2,454,9.39962e-09,1.29593,0.106203,0.00271425,1.05771,0.0358678,0.0419357,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0028544713656387666,0.002329757709251101,7.900396475770924e-05
